chr pos.cM loci Xchr pos.bp pos.Kb
1 94.6366921612222 X1_240245 X1 240245 240.245
1 94.6366922612222 X1_240274 X1 240274 240.274
1 94.6366923612222 X1_240298 X1 240298 240.298
1 94.6366924612222 X1_240302 X1 240302 240.302
1 97.8396243679362 X1_245456 X1 245456 245.456
1 97.8396244679362 X1_245462 X1 245462 245.462
1 97.8396245679362 X1_245465 X1 245465 245.465
1 97.8396246679362 X1_245478 X1 245478 245.478
1 97.8396247679362 X1_245480 X1 245480 245.48
1 97.8396248679362 X1_246173 X1 246173 246.173
1 97.8396249679362 X1_246185 X1 246185 246.185
1 97.8396250679362 X1_246197 X1 246197 246.197
1 97.8396251679362 X1_246206 X1 246206 246.206
1 97.8396252679362 X1_246248 X1 246248 246.248
1 97.8396253679362 X1_246263 X1 246263 246.263
1 97.8396254679362 X1_246615 X1 246615 246.615
1 120.602620121759 X1_251017 X1 251017 251.017
1 142.655232933825 X1_251089 X1 251089 251.089
1 142.655233033825 X1_251188 X1 251188 251.188
1 142.655233133825 X1_251237 X1 251237 251.237
1 142.655233233825 X1_251238 X1 251238 251.238
1 142.655233333825 X1_251272 X1 251272 251.272
1 142.655233433825 X1_251614 X1 251614 251.614
1 143.011401255797 X1_251803 X1 251803 251.803
1 143.011401355797 X1_251820 X1 251820 251.82
1 143.011401455797 X1_251824 X1 251824 251.824
1 143.011401555797 X1_251825 X1 251825 251.825
1 143.011401655797 X1_251842 X1 251842 251.842
1 143.011401755797 X1_251860 X1 251860 251.86
1 143.72458094877 X1_256192 X1 256192 256.192
1 143.72458104877 X1_256200 X1 256200 256.2
1 143.72458114877 X1_256202 X1 256202 256.202
1 143.72458124877 X1_256205 X1 256205 256.205
1 144.674981232057 X1_257025 X1 257025 257.025
1 144.674981332057 X1_257037 X1 257037 257.037
1 144.674981432057 X1_257043 X1 257043 257.043
1 144.674981532057 X1_257052 X1 257052 257.052
1 144.674981632057 X1_257061 X1 257061 257.061
1 145.149753068903 X1_257076 X1 257076 257.076
1 145.149753168903 X1_257737 X1 257737 257.737
1 145.149753268903 X1_257739 X1 257739 257.739
1 145.149753368903 X1_257763 X1 257763 257.763
1 145.149753468903 X1_257768 X1 257768 257.768
1 145.149753568903 X1_257769 X1 257769 257.769
1 145.149753668903 X1_257782 X1 257782 257.782
1 145.149753768903 X1_257789 X1 257789 257.789
1 145.149753868903 X1_257805 X1 257805 257.805
1 145.149753968903 X1_257877 X1 257877 257.877
1 145.149754068903 X1_258522 X1 258522 258.522
1 145.149754168903 X1_258536 X1 258536 258.536
1 145.149754268903 X1_258547 X1 258547 258.547
1 145.149754368903 X1_261244 X1 261244 261.244
1 145.149754468903 X1_261248 X1 261248 261.248
1 145.149754568903 X1_262294 X1 262294 262.294
1 145.149754668903 X1_262715 X1 262715 262.715
1 145.149754768903 X1_262760 X1 262760 262.76
1 145.149754868903 X1_263555 X1 263555 263.555
1 145.149754968903 X1_263568 X1 263568 263.568
1 145.149755068903 X1_263570 X1 263570 263.57
1 145.149755168903 X1_263588 X1 263588 263.588
1 145.149755268903 X1_263639 X1 263639 263.639
1 145.149755368903 X1_263650 X1 263650 263.65
1 145.149755468903 X1_263651 X1 263651 263.651
1 145.149755568903 X1_263926 X1 263926 263.926
1 145.149755668903 X1_263956 X1 263956 263.956
1 145.149755768903 X1_263959 X1 263959 263.959
1 145.149755868903 X1_263966 X1 263966 263.966
1 145.149755968903 X1_263968 X1 263968 263.968
1 145.149756068903 X1_263986 X1 263986 263.986
1 145.149756168903 X1_264013 X1 264013 264.013
1 145.149756268903 X1_264048 X1 264048 264.048
1 145.149756368903 X1_264080 X1 264080 264.08
1 145.149756468903 X1_264081 X1 264081 264.081
1 146.574806744781 X1_275728 X1 275728 275.728
1 146.574806844781 X1_278767 X1 278767 278.767
1 146.574806944781 X1_278780 X1 278780 278.78
1 146.574807044781 X1_278795 X1 278795 278.795
1 146.574807144781 X1_278797 X1 278797 278.797
1 146.574807244781 X1_278815 X1 278815 278.815
1 146.931513667453 X1_278823 X1 278823 278.823
1 146.931513767453 X1_278839 X1 278839 278.839
1 146.931513867453 X1_278880 X1 278880 278.88
1 146.931513967453 X1_278884 X1 278884 278.884
1 146.931514067453 X1_278891 X1 278891 278.891
1 146.931514167453 X1_278910 X1 278910 278.91
1 147.287937953564 X1_287607 X1 287607 287.607
1 147.642318242602 X1_287676 X1 287676 287.676
1 147.642318342602 X1_287938 X1 287938 287.938
1 147.642318442602 X1_287971 X1 287971 287.971
1 147.642318542602 X1_288048 X1 288048 288.048
1 147.998190428945 X1_296759 X1 296759 296.759
1 147.998190528945 X1_296795 X1 296795 296.795
1 147.998190628945 X1_296825 X1 296825 296.825
1 147.998190728945 X1_296870 X1 296870 296.87
1 147.998190828945 X1_296884 X1 296884 296.884
1 147.998190928945 X1_296942 X1 296942 296.942
1 147.998191028945 X1_296955 X1 296955 296.955
1 147.998191128945 X1_297307 X1 297307 297.307
1 147.998191228945 X1_297340 X1 297340 297.34
1 147.998191328945 X1_299142 X1 299142 299.142
1 149.708119439476 X1_304525 X1 304525 304.525
1 149.708119539476 X1_304534 X1 304534 304.534
1 149.708119639476 X1_304548 X1 304548 304.548
1 149.708119739476 X1_304551 X1 304551 304.551
1 150.135359046489 X1_304568 X1 304568 304.568
1 150.135359146489 X1_304571 X1 304571 304.571
1 150.135359246489 X1_304620 X1 304620 304.62
1 150.135359346489 X1_304656 X1 304656 304.656
1 150.135359446489 X1_304716 X1 304716 304.716
1 150.135359546489 X1_304891 X1 304891 304.891
1 150.491446213533 X1_305029 X1 305029 305.029
1 150.491446313533 X1_305169 X1 305169 305.169
1 150.491446413533 X1_305174 X1 305174 305.174
1 150.491446513533 X1_305176 X1 305176 305.176
1 150.491446613533 X1_305177 X1 305177 305.177
1 150.847396074509 X1_305205 X1 305205 305.205
1 150.847396174509 X1_305218 X1 305218 305.218
1 150.847396274509 X1_305314 X1 305314 305.314
1 150.847396374509 X1_305354 X1 305354 305.354
1 150.847396474509 X1_305360 X1 305360 305.36
1 150.847396574509 X1_305417 X1 305417 305.417
1 150.847396674509 X1_305420 X1 305420 305.42
1 150.847396774509 X1_305422 X1 305422 305.422
1 150.847396874509 X1_305428 X1 305428 305.428
1 150.847396974509 X1_305431 X1 305431 305.431
1 150.847397074509 X1_305435 X1 305435 305.435
1 150.847397174509 X1_305450 X1 305450 305.45
1 150.847397274509 X1_305456 X1 305456 305.456
1 151.203282829556 X1_305506 X1 305506 305.506
1 151.203282929556 X1_305507 X1 305507 305.507
1 151.203283029556 X1_305522 X1 305522 305.522
1 151.203283129556 X1_310774 X1 310774 310.774
1 151.559155256383 X1_310958 X1 310958 310.958
1 151.559155356383 X1_311039 X1 311039 311.039
1 151.559155456383 X1_311210 X1 311210 311.21
1 151.559155556383 X1_311247 X1 311247 311.247
1 151.559155656383 X1_311265 X1 311265 311.265
1 151.559155756383 X1_311379 X1 311379 311.379
1 151.559155856383 X1_311426 X1 311426 311.426
1 151.559155956383 X1_311444 X1 311444 311.444
1 151.913621062781 X1_316611 X1 316611 316.611
1 153.696317242283 X1_322380 X1 322380 322.38
1 153.696317342283 X1_322936 X1 322936 322.936
1 154.050972736603 X1_323029 X1 323029 323.029
1 154.764640448308 X1_327632 X1 327632 327.632
1 154.764640548308 X1_327819 X1 327819 327.819
1 155.119612200198 X1_328081 X1 328081 328.081
1 155.119612300198 X1_332800 X1 332800 332.8
1 155.119612400198 X1_332803 X1 332803 332.803
1 155.119612500198 X1_332809 X1 332809 332.809
1 155.575786318648 X1_340728 X1 340728 340.728
1 156.738214657287 X1_359722 X1 359722 359.722
1 158.041702306948 X1_372886 X1 372886 372.886
1 158.041702406948 X1_376923 X1 376923 376.923
1 171.272160496875 X1_399544 X1 399544 399.544
1 171.272160596875 X1_399550 X1 399550 399.55
1 171.272160696875 X1_399558 X1 399558 399.558
1 172.22468238191 X1_399571 X1 399571 399.571
1 173.193706468276 X1_399579 X1 399579 399.579
1 173.193706568276 X1_399582 X1 399582 399.582
1 216.151982166414 X1_401164 X1 401164 401.164
1 220.424221458628 X1_401185 X1 401185 401.185
1 258.03094801536 X1_425562 X1 425562 425.562
1 258.03094811536 X1_425798 X1 425798 425.798
1 258.03094821536 X1_425834 X1 425834 425.834
1 258.391861199272 X1_425903 X1 425903 425.903
1 258.391861299272 X1_425907 X1 425907 425.907
1 258.391861399272 X1_425955 X1 425955 425.955
1 258.391861499272 X1_425960 X1 425960 425.96
1 258.391861599272 X1_425964 X1 425964 425.964
1 258.391861699272 X1_425971 X1 425971 425.971
1 258.391861799272 X1_425972 X1 425972 425.972
1 258.391861899272 X1_425996 X1 425996 425.996
1 259.107588189775 X1_426020 X1 426020 426.02
1 259.107588289775 X1_426023 X1 426023 426.023
1 259.107588389775 X1_426027 X1 426027 426.027
1 259.107588489775 X1_426043 X1 426043 426.043
1 259.107588589775 X1_426046 X1 426046 426.046
1 259.107588689775 X1_426048 X1 426048 426.048
1 259.107588789775 X1_426083 X1 426083 426.083
1 259.465731553129 X1_426146 X1 426146 426.146
1 259.465732048718 X1_426165 X1 426165 426.165
1 259.46573238045 X1_426182 X1 426182 426.182
1 259.465732625712 X1_426359 X1 426359 426.359
1 259.465732725712 X1_429609 X1 429609 429.609
1 259.465732825712 X1_429803 X1 429803 429.803
1 259.465732925712 X1_429812 X1 429812 429.812
1 259.465733025712 X1_430083 X1 430083 430.083
1 259.465733125712 X1_430139 X1 430139 430.139
1 259.465733225712 X1_430183 X1 430183 430.183
1 259.465733325712 X1_430396 X1 430396 430.396
1 259.465733425712 X1_430397 X1 430397 430.397
1 259.465733525712 X1_430421 X1 430421 430.421
1 259.821834318935 X1_434201 X1 434201 434.201
1 259.821834418935 X1_434206 X1 434206 434.206
1 259.821834518935 X1_434219 X1 434219 434.219
1 259.821834618935 X1_434242 X1 434242 434.242
1 259.821834718935 X1_434247 X1 434247 434.247
1 261.623777013863 X1_442697 X1 442697 442.697
1 261.623777113863 X1_442702 X1 442702 442.702
1 261.623777213863 X1_442759 X1 442759 442.759
1 261.623777313863 X1_442763 X1 442763 442.763
1 261.623777413863 X1_442785 X1 442785 442.785
1 261.623777513863 X1_442812 X1 442812 442.812
1 263.087989730233 X1_447658 X1 447658 447.658
1 263.087989830233 X1_447702 X1 447702 447.702
1 263.087989930233 X1_447715 X1 447715 447.715
1 263.087990030233 X1_447730 X1 447730 447.73
1 263.087990130233 X1_447736 X1 447736 447.736
1 263.087990230233 X1_447742 X1 447742 447.742
1 263.087990330233 X1_447745 X1 447745 447.745
1 263.087990430233 X1_447748 X1 447748 447.748
1 284.22043671821 X1_451558 X1 451558 451.558
1 303.864542467452 X1_451666 X1 451666 451.666
1 303.864542567452 X1_451670 X1 451670 451.67
1 303.864542667452 X1_451672 X1 451672 451.672
1 303.864542767452 X1_451673 X1 451673 451.673
1 303.864542867452 X1_451697 X1 451697 451.697
1 303.864542967452 X1_451700 X1 451700 451.7
1 304.332788975503 X1_451736 X1 451736 451.736
1 304.332789075503 X1_451742 X1 451742 451.742
1 304.332789175503 X1_452355 X1 452355 452.355
1 304.332789275503 X1_452370 X1 452370 452.37
1 304.708433652502 X1_452397 X1 452397 452.397
1 304.708433752502 X1_452406 X1 452406 452.406
1 304.708433852502 X1_452415 X1 452415 452.415
1 305.111597344419 X1_452433 X1 452433 452.433
1 305.111597444419 X1_452444 X1 452444 452.444
1 305.111597739498 X1_452454 X1 452454 452.454
1 305.111597839498 X1_452486 X1 452486 452.486
1 305.111597939498 X1_452496 X1 452496 452.496
1 305.111598039498 X1_452499 X1 452499 452.499
1 305.111598139498 X1_452503 X1 452503 452.503
1 305.111598239498 X1_452514 X1 452514 452.514
1 314.774222032307 X1_461577 X1 461577 461.577
1 314.774222132307 X1_461586 X1 461586 461.586
1 314.774222232307 X1_461590 X1 461590 461.59
1 315.27982448274 X1_461592 X1 461592 461.592
1 315.27982458274 X1_461596 X1 461596 461.596
1 315.27982468274 X1_461603 X1 461603 461.603
1 315.27982478274 X1_461623 X1 461623 461.623
1 315.27982488274 X1_461635 X1 461635 461.635
1 315.27982498274 X1_461640 X1 461640 461.64
1 315.27982508274 X1_461661 X1 461661 461.661
1 315.27982518274 X1_461662 X1 461662 461.662
1 316.149254270865 X1_461682 X1 461682 461.682
1 316.149254370865 X1_461744 X1 461744 461.744
1 316.149254470865 X1_461824 X1 461824 461.824
1 316.149254570865 X1_461831 X1 461831 461.831
1 316.149254670865 X1_462033 X1 462033 462.033
1 316.149254770865 X1_462188 X1 462188 462.188
1 316.505172347555 X1_462319 X1 462319 462.319
1 316.505172447555 X1_462349 X1 462349 462.349
1 316.505172547555 X1_462367 X1 462367 462.367
1 316.505172647555 X1_462378 X1 462378 462.378
1 316.505172747555 X1_462409 X1 462409 462.409
1 316.505172847555 X1_462427 X1 462427 462.427
1 316.505172947555 X1_462463 X1 462463 462.463
1 316.505173047555 X1_462485 X1 462485 462.485
1 316.505173147555 X1_462488 X1 462488 462.488
1 316.505173247555 X1_462499 X1 462499 462.499
1 316.505173347555 X1_462510 X1 462510 462.51
1 316.505173447555 X1_462513 X1 462513 462.513
1 316.505173547555 X1_462543 X1 462543 462.543
1 317.216962909928 X1_473647 X1 473647 473.647
1 317.216963009928 X1_473822 X1 473822 473.822
1 317.216963109928 X1_473842 X1 473842 473.842
1 317.216963209928 X1_473897 X1 473897 473.897
1 317.216963309928 X1_474002 X1 474002 474.002
1 317.216963409928 X1_474018 X1 474018 474.018
1 317.216963509928 X1_474341 X1 474341 474.341
1 317.216963609928 X1_474359 X1 474359 474.359
1 317.216963709928 X1_474395 X1 474395 474.395
1 317.216963809928 X1_474404 X1 474404 474.404
1 317.928707582208 X1_479458 X1 479458 479.458
1 317.928707682208 X1_479513 X1 479513 479.513
1 317.928707782208 X1_479692 X1 479692 479.692
1 317.928707882208 X1_479706 X1 479706 479.706
1 317.928707982208 X1_479715 X1 479715 479.715
1 317.928708082208 X1_479752 X1 479752 479.752
1 317.928708182208 X1_479945 X1 479945 479.945
1 317.928708282208 X1_480093 X1 480093 480.093
1 318.284634736257 X1_480117 X1 480117 480.117
1 318.284634836257 X1_480119 X1 480119 480.119
1 318.284634936257 X1_480121 X1 480121 480.121
1 318.284635036257 X1_480159 X1 480159 480.159
1 318.284635136257 X1_480220 X1 480220 480.22
1 318.640561278703 X1_480462 X1 480462 480.462
1 318.640561378703 X1_480841 X1 480841 480.841
1 319.708178436851 X1_493523 X1 493523 493.523
1 319.708178536851 X1_493614 X1 493614 493.614
1 319.708178636851 X1_493634 X1 493634 493.634
1 319.708178736851 X1_493701 X1 493701 493.701
1 319.708178836851 X1_496727 X1 496727 496.727
1 319.708178936851 X1_496739 X1 496739 496.739
1 319.708179036851 X1_496752 X1 496752 496.752
1 319.708179136851 X1_496769 X1 496769 496.769
1 319.708179236851 X1_496772 X1 496772 496.772
1 319.708179336851 X1_496783 X1 496783 496.783
1 319.708179436851 X1_496785 X1 496785 496.785
1 319.708179536851 X1_496821 X1 496821 496.821
1 319.708179636851 X1_496830 X1 496830 496.83
1 319.708179736851 X1_496863 X1 496863 496.863
1 319.708179836851 X1_496869 X1 496869 496.869
1 319.708179936851 X1_496876 X1 496876 496.876
1 319.708180036851 X1_496879 X1 496879 496.879
1 319.708180136851 X1_496949 X1 496949 496.949
1 319.708180236851 X1_497242 X1 497242 497.242
1 319.708180336851 X1_498930 X1 498930 498.93
1 319.708180436851 X1_498933 X1 498933 498.933
1 319.708180536851 X1_498954 X1 498954 498.954
1 319.708180636851 X1_498978 X1 498978 498.978
1 319.708180736851 X1_499021 X1 499021 499.021
1 319.708180836851 X1_499025 X1 499025 499.025
1 319.708180936851 X1_499066 X1 499066 499.066
1 319.708181036851 X1_499075 X1 499075 499.075
1 319.708181136851 X1_499080 X1 499080 499.08
1 319.708181236851 X1_499091 X1 499091 499.091
1 319.708181336851 X1_499106 X1 499106 499.106
1 319.708181436851 X1_499120 X1 499120 499.12
1 319.708181536851 X1_499147 X1 499147 499.147
1 319.708181636851 X1_499155 X1 499155 499.155
1 319.708181736851 X1_499188 X1 499188 499.188
1 319.708181836851 X1_500267 X1 500267 500.267
1 319.708181936851 X1_500291 X1 500291 500.291
1 319.708182036851 X1_500320 X1 500320 500.32
1 319.708182136851 X1_500493 X1 500493 500.493
1 319.708182236851 X1_500620 X1 500620 500.62
1 319.708182336851 X1_500624 X1 500624 500.624
1 319.708182436851 X1_500760 X1 500760 500.76
1 319.708182536851 X1_500767 X1 500767 500.767
1 319.708182636851 X1_500830 X1 500830 500.83
1 319.708182736851 X1_500903 X1 500903 500.903
1 319.708182836851 X1_500921 X1 500921 500.921
1 319.708182936851 X1_500939 X1 500939 500.939
1 319.708183036851 X1_500945 X1 500945 500.945
1 319.708183136851 X1_500950 X1 500950 500.95
1 319.708183236851 X1_500966 X1 500966 500.966
1 319.708183336851 X1_500992 X1 500992 500.992
